Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
1328000081,281269,HOSPITAL UNIVERSITARIO DEL HENARES,Madrid,Madrid,Coslada,AVENIDA DE MARIE CURIE S/N,28822,911912000,249,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000082,281258,HOSPITAL UNIVERSITARIO INFANTA SOFIA,Madrid,Madrid,San Sebastián de los Reyes,PASEO EUROPA 34,28702,911914000,276,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000083,281304,HOSPITAL UNIVERSITARIO INFANTA CRISTINA,Madrid,Madrid,Parla,AVENIDA 9 DE JUNIO 2,28981,911913000,188,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000084,281292,HOSPITAL UNIVERSITARIO DEL TAJO,Madrid,Madrid,Aranjuez,AVENIDA AMAZONAS CENTRAL S/N,28300,918014100,102,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000085,281281,HOSPITAL UNIVERSITARIO DEL SURESTE,Madrid,Madrid,Arganda del Rey,RONDA DEL SUR 10,28500,918394000,132,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000086,281270,HOSPITAL UNIVERSITARIO INFANTA LEONOR,Madrid,Madrid,Madrid,AVENIDA DE LA GRAN VIA DEL ESTE 80,28031,911918000,269,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328000087,281315,HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA,Madrid,Madrid,Majadahonda,CALLE MANUEL DE FALLA 1,28222,911916000,613,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328000088,281326,CASTA GUADARRAMA,Madrid,Madrid,Guadarrama,"CARRETERA DE LA CORUÑA KM.50,300",28440,915949500,157,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Concierto parcial,SI
1328000089,281337,HOSPITAL UNIVERSITARIO DE TORREJON,Madrid,Madrid,Torrejón de Ardoz,CALLE MATEO INURRIA 1,28850,000000000,250,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
1328000090,281348,IDCSALUD MOSTOLES SA,Madrid,Madrid,Móstoles,CALLE GLADIOLO S/N,28933,913702929,362,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328016665,281359,IDC SALUD VILLALBA S.A.U. - HOSPITAL GENERAL DE VILLALBA,Madrid,Madrid,Collado Villalba,"CARRETERA DE ALPEDRETE M-608, KM. 41",28400,917810682,217,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1328016888,281360,HOSPITAL UNIVERSITARIO HM PUERTA DEL SUR,Madrid,Madrid,Móstoles,AVENIDA DE CARLOS V 70,28938,914444244,182,Hospitales Generales,Privados,,Sin concierto,SI
1328019438,280724,HOSPITAL CENTRAL DE LA DEFENSA GOMEZ ULLA,Madrid,Madrid,Madrid,GLORIETA DEL EJERCITO S/N,28047,914222000,475,Hospitales Generales,Ministerio de Defensa,,Red de utilización pública (RUP),SI
1328020032,281393,CLINICA UNIVERSIDAD DE NAVARRA,Madrid,Madrid,Madrid,CALLE DEL MARQUESADO DE SANTA MARTA 1,28022,913702929,72,Hospitales Generales,Privados,,Sin concierto,SI
1328020932,281371,HOSPITAL HM VALLES,Madrid,Madrid,Alcalá de Henares,CALLE SANTIAGO 14,28801,918883262,20,Otros Centros con Internamiento,Privados,,Concierto parcial,SI
1328020933,281438,HOSPITAL UNIVERSITARIO JOSE GERMAIN,Madrid,Madrid,Leganés,CALLE ARAGON 17,28913,000000000,134,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1328021504,281383,"FRATERNIDAD MUPRESPA, MUTUA COLABORADORA CON LA SEGURIDAD SOCIAL Nº 275",Madrid,Madrid,Madrid,PASEO DE LA HABANA 83,28036,000000000,50,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,SI
1328023076,281445,SERVICIO MADRILEÑO DE SALUD,Madrid,Madrid,Madrid,AVENIDA DE MANUEL FRAGA IRIBARNE 2,28055,913702929,102,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),NO
1328023818,281456,HOSPITAL QUIRON SALUD VALLE DEL HENARES,Madrid,Madrid,Torrejón de Ardoz,AVENIDA CONSTITUCION 249,28850,000000000,79,Hospitales Generales,Privados,,Sin concierto,NO
1328026468,281467,"HM HOSPITALES 1.989, S.A.",Madrid,Madrid,Rivas-Vaciamadrid,AVENIDA DE JOSE HIERRO 94,28521,000000000,51,Hospitales Generales,Privados,,Sin concierto,NO
1328026683,281478,HOSPITAL SAN VICENTE SL,Madrid,Madrid,Madrid,CALLE DE LAS CERILLERAS 7,28054,913702929,53,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
1328030390,281491,"HM HOSPITALES 1989, S.A.",Madrid,Madrid,Madrid,CALLE DE COBOS DE SEGOVIA 4,28005,914444244,90,Hospitales Generales,Privados,,Sin concierto,SI
1430000001,300177,HOSPITAL NTRA. SRA. DEL PERPETUO SOCORRO,Región de Murcia,Murcia,Cartagena,CALLE SEBASTIAN FERINGAN 12,30205,968510500,205,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000002,300294,RIBERA HOSPITAL DE MOLINA,Región de Murcia,Murcia,Molina de Segura,CALLE ASOCIACION S/N,30500,968644030,83,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000003,300085,HOSPITAL MESA DEL CASTILLO,Región de Murcia,Murcia,Murcia,RONDA SUR 20,30010,968246116,76,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000005,300026,HOSPITAL GENERAL UNIVERSITARIO REINA SOFIA,Región de Murcia,Murcia,Murcia,AVENIDA INTENDENTE JORGE PALACIOS 1,30003,968359000,346,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000007,300339,HOSPITAL DE CUIDADOS MEDIOS VILLADEMAR,Región de Murcia,Murcia,San Pedro del Pinatar,AVENIDA CONCEJAL MARIANO HENAREJOS 13,30740,968187346,99,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
1430000036,300362,HOSPITAL GENERAL UNIVERSITARIO SANTA LUCIA,Región de Murcia,Murcia,Cartagena,CALLE MEZQUITA (PARAJE LOS ARCOS) S/N,30202,968128600,667,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1430000047,300222,HOSPITAL GENERAL UNIVERSITARIO LOS ARCOS DEL MAR MENOR,Región de Murcia,Murcia,San Javier,PARAJE TORRE OCTAVIO S/N,30739,968565000,299,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000051,300269,HOSPITAL G. UNIVERSITARIO J.M. MORALES MESEGUER,Región de Murcia,Murcia,Murcia,AVENIDA MARQUES DE  LOS VELEZ 0,30008,968240601,389,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000053,300079,HOSPITAL LA VEGA GRUPO HLA,Región de Murcia,Murcia,Murcia,CALLE DOCTOR ROMAN ALBERCA S/N,30008,968278100,142,Hospitales Generales,Privados,,Concierto parcial,NO
1430000054,300161,SANTO Y REAL HOSPITAL DE CARIDAD,Región de Murcia,Murcia,Cartagena,CAMINO BARRIO PERAL S/N,30310,968510300,122,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
1430000055,300050,HOSPITAL QUIRONSALUD MURCIA,Región de Murcia,Murcia,Murcia,CALLE MIGUEL HERNANDEZ 12,30011,968365000,131,Hospitales Generales,Privados,,Concierto parcial,SI
1430000056,300098,SANATORIO DR. MUÑOZ,Región de Murcia,Murcia,Murcia,CARRETERA CARTAGENA 59,30120,968885550,50,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1430000057,300275,HOSPITAL  IBERMUTUAMUR - PATOLOGIA LABORAL,Región de Murcia,Murcia,Murcia,CALLE ANTONIO ROCAMORA 4,30100,968394000,26,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
1430000058,300281,HOSPITAL DE LA VEGA LORENZO GUIRAO,Región de Murcia,Murcia,Cieza,CARRETERA DE ABARAN S/N,30530,968775550,124,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1430000059,300243,HOSPITAL VIRGEN DEL CASTILLO,Región de Murcia,Murcia,Yecla,"AVENIDA DE LA FERIA, S/N HOSPITAL VIRGEN DEL CASTILLO",30510,968719804,98,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000060,300011,HOSPITAL CLINICO UNIVERSITARIO VIRGEN DE LA ARRIXACA,Región de Murcia,Murcia,Murcia,AVENIDA PRIMERO DE MAYO 143,30120,968369500,949,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000061,300124,HOSPITAL COMARCAL DEL NOROESTE,Región de Murcia,Murcia,Caravaca de la Cruz,AVENIDA MIGUEL ESPINOSA S/N,30400,968709100,115,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000062,300145,HOSPITAL SANTA MARIA DEL ROSELL,Región de Murcia,Murcia,Cartagena,CALLE ALFONSO XIII 61,30203,968523854,184,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1430000063,300256,HOSPITAL RAFAEL MENDEZ,Región de Murcia,Murcia,Lorca,"CARRETERA NACIONAL 340, KM 589 S/N  NACIONAL 340- KM. 589",30817,968445500,292,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000064,300217,HOSPITAL VIRGEN DEL ALCAZAR DE LORCA,Región de Murcia,Murcia,Lorca,ALAMEDA DE LOS TRISTES S/N,30800,968468600,175,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000065,300119,HOSPITAL VIAMED SAN JOSE,Región de Murcia,Murcia,Alcantarilla,CALLE MAESTRA LOLA MESEGUER S/N,30820,658762214,111,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000066,300196,HOSPITAL ASILO DE LA REAL PIEDAD DE CEHEGIN,Región de Murcia,Murcia,Cehegín,PLAZA MESONCICO 3,30430,968741156,40,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
1430000067,300032,HOSPITAL PSIQUIATRICO ROMAN ALBERCA,Región de Murcia,Murcia,Murcia,CALLE LORCA 58 CALLE LORCA 58,30120,968365800,105,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000068,300130,HOSPITAL RIBERA CARAVACA,Región de Murcia,Murcia,Caravaca de la Cruz,CALLE DOCTOR ROBLES S/N,30400,968705541,23,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000348,300384,HOSPITAL C. M. VIRGEN DE LA CARIDAD CARTAGENA,Región de Murcia,Murcia,Cartagena,CALLE JORGE JUAN 30,30205,968506666,59,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430002216,300373,HOSPITAL PERPETUO SOCORRO ALAMEDA,Región de Murcia,Murcia,Cartagena,CALLE ALAMEDA  SAN ANTON 6,30205,968510500,39,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
1430006933,300395,HOSPITAL IMED VIRGEN DE LA FUENSANTA,Región de Murcia,Murcia,Murcia,CALLE PADRE FELIX SANCHEZ BLANCO 5,30009,639142354,37,Otros Centros con Internamiento,Privados,,Sin concierto,SI
1531000729,310137,HOSPITAL REINA SOFIA,C. Foral de Navarra,Navarra,Tudela,CARRETERA TARAZONA KM. 3 -,31500,848434000,190,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Concierto parcial,SI
1531000730,310121,HOSPITAL GARCIA ORCOYEN,C. Foral de Navarra,Navarra,Estella-Lizarra,CALLE SANTA SORIA 22 -,31200,848435000,108,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1531000733,310060,CLINICA UNIVERSIDAD DE NAVARRA,C. Foral de Navarra,Navarra,Pamplona/Iruña,AVENIDA PIO XII 36 -,31008,948255400,230,Hospitales Generales,Privados,,Concierto parcial,SI
1531000734,310109,CENTRO HOSPITALARIO BENITO MENNI,C. Foral de Navarra,Navarra,Baztan,CALLE MENDINUETA S/N -,31700,948452162,158,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1531000736,310057,FUNDACION HOSPITALARIAS PAMPLONA,C. Foral de Navarra,Navarra,Pamplona/Iruña,AVENIDA MARCELO CELAYETA 10 -,31014,948140611,217,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Concierto parcial,NO
1531000737,310044,HOSPITAL SAN JUAN DE DIOS,C. Foral de Navarra,Navarra,Pamplona/Iruña,CALLE BELOSO ALTO 3 -,31006,948231800,288,Hospitales Generales,Privados,,Sin concierto,NO
1531000738,310076,CLINICA ARCANGEL SAN MIGUEL - PAMPLONA,C. Foral de Navarra,Navarra,Pamplona/Iruña,CALLE BELOSO ALTO 32 -,31006,948296000,72,Hospitales Generales,Privados,,Sin concierto,NO
1531000739,310039,CENTRO SAN FRANCISCO JAVIER,C. Foral de Navarra,Navarra,Pamplona/Iruña,AVENIDA VILLAVA 53 -,31015,948422730,84,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1531000740,310142,CLINICA PSICOGERIATRICA JOSEFINA ARREGUI,C. Foral de Navarra,Navarra,Altsasu/Alsasua,CALLE ERBURUA S/N -,31800,948563850,21,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Concierto sustitutorio,SI
1531002230,310150,HOSPITAL UNIVERSITARIO DE NAVARRA,C. Foral de Navarra,Navarra,Pamplona/Iruña,CALLE IRUNLARREA 3 -,31008,848422222,1077,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1601000003,010040,HOSPITAL VITHAS VITORIA,País Vasco,Álava,Vitoria-Gasteiz,CALLE BEATO TOMAS DE ZUMARRAGA 10,01008,945140900,68,Hospitales Generales,Privados,,Sin concierto,NO
1601000004,010053,HOSPITAL QUIRONSALUD VITORIA,País Vasco,Álava,Vitoria-Gasteiz,CALLE LA ESPERANZA 3,01002,945252500,26,Hospitales Generales,Privados,,Concierto parcial,NO
1601000006,010088,HOSPITAL DE LEZA,País Vasco,Álava,Laguardia,CALLE HOSPITAL DE LEZA 1,01309,945006900,63,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1601000007,010035,RED DE SALUD MENTAL DE ARABA (HOSPITAL PSIQUIÃTRICO DE ARABA),País Vasco,Álava,Vitoria-Gasteiz,"CALLE ALAVA, CALLE/KALEA 43",01006,945006555,175,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1601000510,010090,HOSPITAL UNIVERSITARIO ARABA (SEDE TXAGORRITXU Y SEDE SANTIAGO),País Vasco,Álava,Vitoria-Gasteiz,CALLE JOSE ACHOTEGUI 1,01009,945007007,806,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000001,200049,MUTUALIA CLINICA PAKEA,País Vasco,Guipúzcoa,Donostia/San Sebastián,PASEO ARRIOLA 26,20018,902540250,19,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
1620000002,200104,POLICLINICA GIPUZKOA,País Vasco,Guipúzcoa,Donostia/San Sebastián,"CALLE MIRAMON, PASEALEKUA/PASEO 174",20014,943002800;943309550,149,Hospitales Generales,Privados,,Concierto parcial,NO
1620000005,200163,HOSPITAL BIDASOA (OSI BIDASOA),País Vasco,Guipúzcoa,Hondarribia,BARRIO JAITZUBIA 154,20280,943007702;943007703,96,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000006,200258,HOSPITAL DE MENDARO (OSI BAJO DEBA),País Vasco,Guipúzcoa,Mendaro,CALLE MENDAROZABAL 2,20850,943032800,111,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000007,200185,ORGANIZACION SANITARIA INTEGRADA DEBAGOIENA,País Vasco,Guipúzcoa,Arrasate/Mondragón,AVENIDA NAFARROA 16,20500,943035300,95,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000008,200219,CLINICA SANTA MARIA DE LA ASUNCION (INVIZA S. A.),País Vasco,Guipúzcoa,Tolosa,CUESTA IZASKUNGO ALDAPA 9,20400,943697000,120,Hospitales Generales,Privados,,Concierto sustitutorio,NO
1620000009,200245,HOSPITAL DE ZUMARRAGA (OSI GOIERRI - ALTO UROLA),País Vasco,Guipúzcoa,Zumarraga,GRUPO ARGIXAO 1,20700,943035027,118,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000010,200261,HOSPITAL UNIVERSITARIO DONOSTIA,País Vasco,Guipúzcoa,Donostia/San Sebastián,PASEO DOCTOR BEGIRISTAIN 109,20014,943007060,1034,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000012,200071,HOSPITAL RICARDO BERMINGHAM,País Vasco,Guipúzcoa,Donostia/San Sebastián,"CAMINO LOS PINOS, CAMINO/BIDEA 35",20018,943317102,123,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
1620000013,200271,HOSPITAL SAN JUAN DE DIOS DONOSTIA,País Vasco,Guipúzcoa,Donostia/San Sebastián,CAMINO SAN JUAN DE DIOS 12,20009,943460033,81,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,,Red de utilización pública (RUP),NO
1620000014,200198,HOSPITAL AITA MENNI,País Vasco,Guipúzcoa,Arrasate/Mondragón,BARRIO GESALIBAR 15,20509,943794411,437,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,,Concierto parcial,NO
1620000015,200202,HOSPITAL PSIQUIATRICO SAN JUAN DE DIOS,País Vasco,Guipúzcoa,Arrasate/Mondragón,BARRIO GESALIBAR 14,20509,943793078;943793900,276,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,,Concierto parcial,NO
1620000016,200230,"SANATORIO USURBIL, S. L.",País Vasco,Guipúzcoa,Usurbil,"BARRIO URDAIAGA, BARRIO/AUZOA 48",20170,0;943361124,80,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
1648000005,480078,HOSPITAL UNIVERSITARIO BASURTO,País Vasco,Vizcaya,Bilbao,AVENIDA MONTEVIDEO 16,48013,944006000,697,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1648000006,480046,HOSPITAL CRUZ ROJA DE BILBAO - VICTORIA EUGENIA,País Vasco,Vizcaya,Bilbao,ALAMEDA URQUIJO 65,48013,944434792,68,Hospitales Generales,Organizaciones No Gubernamentales,,Red de utilización pública (RUP),NO
1648000008,480097,CLINICA VIRGEN BLANCA,País Vasco,Vizcaya,Bilbao,CALLE MAESTRO MENDIRI 2,48006,944127011,74,Hospitales Generales,Privados,,Sin concierto,NO
1648000010,480123,"CLINICA GUIMON, S.A.",País Vasco,Vizcaya,Bilbao,CALLE MANUEL ALLENDE 24,48010,944215200,42,Hospitales Generales,Privados,,Sin concierto,NO
1648000011,480059,SANATORIO BILBAINO,País Vasco,Vizcaya,Bilbao,CALLE GORDONIZ 18,48010,944430150,44,Hospitales Generales,Organizaciones No Gubernamentales,,Sin concierto,NO
1648000012,480160,"CLINICA INDAUTXU, S.A.",País Vasco,Vizcaya,Bilbao,CALLE GORDONIZ 9,48010,639141723;944445012,36,Hospitales Generales,Privados,,Sin concierto,NO
1648000013,480176,HOSPITAL UNIVERSITARIO CRUCES,País Vasco,Vizcaya,Barakaldo,PLAZA CRUCES 11,48903,946006000,981,Hospitales Generales,Otros Centros o Establecimientos Públicos de Dependencia Estatal,,Sin concierto,SI
1648000014,480182,HOSPITAL SAN ELOY,País Vasco,Vizcaya,Barakaldo,AVENIDA MIRANDA 5,48902,944006733,128,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1648000015,480209,HOSPITAL GALDAKAO-USANSOLO ASOCIADO A LA UPV/EHU,País Vasco,Vizcaya,Usansolo,BARRIO LABEAGA 46,48960,944007000,481,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1648000016,480255,HOSPITAL SAN JUAN DE DIOS,País Vasco,Vizcaya,Santurtzi,AVENIDA CRISTOBAL DE MURRIETA 70,48980,902012450;944939900,100,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,NO
1648000017,480305,HOSPITAL QUIRONSALUD BIZKAIA,País Vasco,Vizcaya,Erandio,CARRETERA LEIOA-UNBE 33,48950,902445595;944898000,110,Hospitales Generales,Privados,,Sin concierto,NO
1648000018,480025,HOSPITAL INTERMUTUAL DE EUSKADI,País Vasco,Vizcaya,Bilbao,"CALLE FONTECHA Y SALAZAR, CALLE/KALEA 6",48007,944132381,44,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
1648000019,480031,CLINICA ERCILLA MUTUALIA,País Vasco,Vizcaya,Bilbao,CALLE ERCILLA 10,48009,944252502,22,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
1648000020,480010,HOSPITAL SANTA MARINA,País Vasco,Vizcaya,Bilbao,"CARRETERA SANTA MARINA, CARRETERA/ERREPIDEA 41",48004,944006900,234,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1648000021,480216,HOSPITAL DE GORLIZ,País Vasco,Vizcaya,Gorliz,PASEO UREZARANTZA 1,48630,944006603,149,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1648000022,480293,AVANCES MEDICOS S.A.,País Vasco,Vizcaya,Santurtzi,"AVENIDA CRISTOBAL DE MURRIETA, AVENIDA/ETORBIDEA 70",48980,0;944947071,24,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1648000023,480195,HOSPITAL DE BERMEO,País Vasco,Vizcaya,Bermeo,CALLE TONPOI BIDEA 0,48370,946029000,188,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1648000025,480268,HOSPITAL DE ZALDIBAR,País Vasco,Vizcaya,Zaldibar,AVENIDA BILBO S/N,48250,946032800,120,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1648000026,480274,HOSPITAL DE ZAMUDIO,País Vasco,Vizcaya,Zamudio,BARRIO ARTEAGA 45,48170,944006524,142,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1648002635,480316,CLINICA IMQ ZORROTZAURRE,País Vasco,Vizcaya,Bilbao,CALLE BALLETS OLAETA 4,48014,944755000,128,Hospitales Generales,Privados,,Sin concierto,NO
1648004434,480327,HOSPITAL URDULIZ OSPITALEA,País Vasco,Vizcaya,Urduliz,CALLE GOIETA 32,48610,946134800,128,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1726000067,260048,HOSPITAL DE LA RIOJA,La Rioja,La Rioja,Logroño,AVENIDA AVENIDA DE VIANA 1,26071,941298401,68,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1726000080,260109,CLINICA LOS MANZANOS,La Rioja,La Rioja,Lardero,CALLE HNOS. MARISTAS S/N,26140,941499490,52,Hospitales Generales,Privados,,Concierto parcial,NO
1726000383,260121,CENTRO SOCIOSANITARIO DE CONVALENCENCIA LOS JAZMINES,La Rioja,La Rioja,Haro,CALLE SEVERO OCHOA 5,26200,941303650,26,Hospitales de media y larga estancia,Privados,,Concierto sustitutorio,NO
1726000542,260099,HOSPITAL DE CALAHORRA,La Rioja,La Rioja,Calahorra,CARRETERA DE LOGROÑO S/N,26500,941151000,80,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Concierto sustitutorio,SI
1726000576,260027,HOSPITAL UNIVERSITARIO SAN PEDRO,La Rioja,La Rioja,Logroño,CALLE PIQUERAS 98,26006,941298000,522,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1726000699,260110,CENTRO ASISTENCIAL ALBELDA DE IREGUA,La Rioja,La Rioja,Albelda de Iregua,CARRETERA DE SORIA KM. 8,26120,941279220,140,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1726000825,260132,CENTRO SOCIOSANITARIO DE CONVALECENCIA NUESTRA SEÑORA VIRGEN DEL CARMEN,La Rioja,La Rioja,Calahorra,CALLE SEVERO OCHOA S/N,26500,941010000,75,Hospitales de media y larga estancia,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Red de utilización pública (RUP),NO
1726000846,260051,POLICLINICO RIOJANO NUESTRA SEÑORA DE VALVANERA,La Rioja,La Rioja,Logroño,CALLE RAMON Y CAJAL S/N,26006,941211900,87,Hospitales de media y larga estancia,Privados,,Concierto sustitutorio,NO
1851000001,510039,HOSPITAL UNIVERSITARIO DE CEUTA,Ceuta,Ceuta,Ceuta,CALLE LOMA COLMENAR S/N,51003,856907000,246,Hospitales Generales,Instituto de Gestión Sanitaria-Ingesa,,Sin concierto,SI
